id,component,ai_response_id,label,error_category,notes,labeled_at,relabel_round,meeting_text,meeting_date,procedure_id,procedure_title,match_confidence,matched_alias,org_stub_name,org_candidate_name,org_country,org_category,org_fuzzy_score,source_table
,procedure,e4cf00f2-5863-4c52-8e89-ab955214e0f1,correct,,auto:The batteries regulation discussion matches the procedure.,2026-05-04T07:28:18.151390+00:00,0,Exchange on the batteries regulation (staff regulation),2021-05-06,2020/0353(COD),"Regulation concerning batteries and waste batteries, repealing Directive 2006/66/EC and amending Regulation (EU) No 2019/1020",0.9,,,,,,,lobbying
,procedure,9e0c7d16-62a2-4142-ba51-53b0b3a66d73,correct,,auto:RED II revision corresponds to the Renewable Energy Directive revision procedure.,2026-05-04T07:28:18.151390+00:00,0,"Fit for 55 package;
RED II revision.",2021-03-23,2021/0218(COD),Renewable Energy Directive,0.9,,,,,,,commission
,procedure,e70a6ada-4cf8-44e4-974a-b0dcde08b030,wrong,wrong_version,"auto:The meeting discusses the FP10 framework programme proposal, but the chosen procedure is the specific programme implementing Horizon Europe rather than FP10 itself.",2026-05-04T07:28:18.151390+00:00,0,New Framework Programme (FP10) and European universities. The discussion addressed the recently tabled FP10 proposal and examined how the European university landscape can contribute to achieving the Commission’s objectives.,2025-10-21,2025/0544(CNS),"Establishing the Specific Programme implementing Horizon Europe - the Framework Programme for Research and Innovation for the period 2028-2034, laying down the rules for participation and dissemination under that Programme",0.9,,,,,,,commission
,procedure,5adc603c-241b-455e-8704-564c3a4a8f18,correct,,"auto:Meeting title explicitly references Corporate Sustainability Due Diligence, matching the CSDDD procedure.",2026-05-04T07:28:25.633790+00:00,0,Naturskyddsföreningen - Corporate Sustainability Due Diligence,2023-01-25,2022/0051(COD),Corporate Sustainability Due Diligence,0.9,,,,,,,lobbying
,procedure,a4504b1b-14db-4b55-aff7-c574fa497cfa,wrong,too_generic,"auto:Meeting is about implementation of NIS2 already in force and DNS impact, not the legislative procedure itself; also discusses Cybersecurity Act review.",2026-05-04T07:28:25.633790+00:00,0,"Cybersecurity policy. - Implementation of the NIS2 Directive and impact on DNS providers
- Upcoming review of the Cybersecurity Act and potential role of the DNS",2025-03-07,2020/0359(COD),"Measures for a high common level of cybersecurity across the Union, repealing Directive (EU) 2016/1148",0.9,,,,,,,commission
,procedure,09f2d4b3-939a-4bf2-b820-0b30ef56d406,correct,,auto:Meeting explicitly references the Clean Industrial Deal among its topics.,2026-05-04T07:28:25.633790+00:00,0,Investissements et simplification. Demande forte de simplification - Règlementation des PMEs - Clean Industrial deal - Investissements stratégiques - Dépendance de matières premières,2025-01-24,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,3ca3acf2-e2ca-43f4-b553-beb7df724045,correct,,"auto:Meeting explicitly discusses the taxonomy regulation, which is the framework for sustainable investment.",2026-05-04T07:28:25.633790+00:00,0,"Sustainable finance. Sustainable finance, in particular taxonomy regulation and reporting requirements. Reference was made on issues pertaining to taxation portfolio (CBAM, carbon taxation) and representatives addressed to the competent commissioners/services",2025-06-11,2018/0178(COD),Establishment of a framework to facilitate sustainable investment,0.9,,,,,,,commission
,procedure,a7f1efbb-ad1c-4d26-b7ed-c83758b75e0d,wrong,too_generic,"auto:Meeting briefly mentions EU-US relations outlook generically, not the specific INI report.",2026-05-04T07:28:25.633790+00:00,0,"The discussion covered key areas, including legislative simplification, the implementation of the Green Deal agenda, and specific measures in the perfume and cosmetics sector, as well as the outlook for EU –US relations, with a focus on policy developments.. - Legislative simplification,
- Implementation of the Green Deal legislative agenda,
- Measures related to the perfume and cosmetics business,
- The outlook of the EU-US relations.",2025-11-04,2023/2126(INI),EU-US relations,0.9,,,,,,,commission
,procedure,066bb942-c623-4909-bad1-0f9a3cca538d,correct,,auto:Meeting explicitly addresses the Water Resilience Strategy.,2026-05-04T07:28:25.633790+00:00,0,Meeting on Water Resilience Strategy og Environmental Omnibus,2025-11-20,2024/2104(INI),The European Water Resilience Strategy,0.9,,,,,,,lobbying
,procedure,475ef1f3-9a1f-431d-8243-0f7a3a6d99e7,correct,,auto:Meeting directly discusses the EUDR proposal.,2026-05-04T07:28:25.633790+00:00,0,"Deforestation Regulation. The purpose of the meeting was to explain the Commission’s proposal on the EUDR. Participants raised a number of practical questions, including on the type of companies benefiting from simplification, and the one off nature of the information to be provided by small operators.",2025-10-29,2021/0366(COD),Deforestation Regulation,0.9,,,,,,,commission
,procedure,101a2d1b-ffa1-41ff-895c-cb278f131b60,correct,,auto:Meeting explicitly addresses the Military Mobility Package.,2026-05-04T07:28:25.633790+00:00,0,"Military Mobility and Counter-drone. - Presentation of a data -centric approach in defence and industrial security sector and of platforms for security of critical infrastructure ; cooperation with international partners; role of flagships in building common awareness capabilities, including a data space;
- Military Mobility Package, c",2025-12-01,2025/2090(INI),Military mobility,0.9,,,,,,,commission
,procedure,344e5e29-f634-40e1-a28a-c742971f245b,wrong,unrelated_topic,"auto:Meeting is about FIDA and PSD; digital euro is only loosely referenced via payment ecosystem, not the specific procedure.",2026-05-04T07:28:25.633790+00:00,0,"- FIDA
- Payment Service Directive. Representatives expressed the need for new technical solutions when entering the eurozone. 60% of payments in Poland are digital. According to them, Poland should be part of the digital euro. They highlighted the need of a European payment ecosystem governed by strict rules ensuring transparency and",2025-03-07,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,commission
,procedure,d513d719-c7bb-4af6-a91f-96e52f45ff63,wrong,wrong_version,auto:2021 meeting cannot be about a 2025 INI procedure; it concerns the original Beating Cancer Plan implementation.,2026-05-04T07:28:25.633790+00:00,0,Exchange of views on the implementation of Europe’s Beating Cancer Plan in paediatric oncology,2021-05-18,2025/2139(INI),Europe’s Beating Cancer Plan,0.9,,,,,,,commission
,procedure,3a8963b8-bb49-4fd8-916c-4737f9ef8463,correct,,auto:Meeting explicitly discusses the DSA which matches the procedure.,2026-05-04T07:28:32.581748+00:00,0,Digital Services Act and Digital Markets Act,2022-04-20,2020/0361(COD),Digital Services Act,0.9,,,,,,,commission
,procedure,c5489d95-99b3-486d-b47a-3588f796a684,correct,,auto:Meeting explicitly mentions NZIA rules in context of automotive battery package.,2026-05-04T07:28:32.581748+00:00,0,"Automotive. - Discussion regarding the automotive action plan in particular the battery booster package: Carbon footprint for batteries, production support, CISAF, NZIA rules
- Discussion about the current trade relations with third countries",2025-06-05,2023/0081(COD),Framework of measures for strengthening Europe’s net-zero technology products manufacturing ecosystem (Net Zero Industry Act),0.9,,,,,,,commission
,procedure,99963ea3-c1d1-4c2e-9048-9793e3ff293e,correct,,auto:PSD3 is the subject of procedure 2023/0210(COD) on payment services.,2026-05-04T07:28:32.581748+00:00,0,"The meeting discussed about PSD3 framework, European harmonisation of digital asset management and FIDA were also debated together with the Retail Payments and the European Payment Sovereignty.. - PSD3
- FIDA",2025-07-11,2023/0210(COD),Payment services in the internal market,0.9,,,,,,,commission
,procedure,b2cc16a8-da06-4dd4-9c18-b408c5c9974f,correct,,auto:Meeting explicitly discusses CO2 storage acceleration in line with the Net Zero Industry Act.,2026-05-04T07:28:32.581748+00:00,0,"Ensuring the acceleration of the development and deployment of CO2 storage capacity across Europe in line with the Net Zero Industry Act, challenges and opportunities associated with the acceleration of CCS-projects across Europe, including maritime",2025-09-24,2023/0081(COD),Framework of measures for strengthening Europe’s net-zero technology products manufacturing ecosystem (Net Zero Industry Act),0.9,,,,,,,lobbying
,procedure,83b91a4e-b7d1-4036-aefc-1c4fe95258fa,correct,,"auto:Meeting explicitly discusses EUDR ahead of trilogues, matching the Deforestation Regulation.",2026-05-04T07:28:32.581748+00:00,0,"EUDR and Circular Economy Act. The Cabinet met with AmCham members to exchange views on priority files, notably the EUDR and the upcoming Circular Economy Act: - On EUDR, AmCham requested the Commission’s perspective ahead of trilogues. - Regarding the Circular Economy Act, members asked the Commission to clarify the planned init",2025-12-02,2021/0366(COD),Deforestation Regulation,0.9,,,,,,,commission
,procedure,e20e3e64-7b94-4bb7-91e2-0af7bfca2de0,wrong,too_generic,"auto:Meeting covers many specific files (Cybersecurity Act, DNA, Digital Omnibus) but not specifically a tech sovereignty INI report.",2026-05-04T07:28:32.581748+00:00,0,"EU digital and telecom policy. - Exchange on recent EU policy proposals including the revision of the Cybersecurity Act, Digital Network Act, Digital Omnibus, and future Cloud and AI Development Act.
- Exchange on proposed Drone Action plan and how telecom operators can contribute.
- Exchange EU tech sovereignty agenda.
- Present",2026-02-13,2025/2007(INI),European technological sovereignty and digital infrastructure,0.9,,,,,,,commission
,procedure,549885c3-1cfc-4547-b4ee-b7c20513f980,correct,,auto:Meeting is explicitly about EU-China relations matching the INI procedure.,2026-05-04T07:28:32.581748+00:00,0,"Meeting on EU-China relations. The parties discussed EU-China trade flows, expectations for engagement between EU and China in 2023, and main findings of the latest EUCCC report and business environment in China. Commission européenne/Europese Commissie, 1049 Bruxelles/Brussel, BELGIQUE/BELGIĚ - Tel. +32 22991111",2023-01-12,2023/2127(INI),EU-China relations,0.9,,,,,,,commission
,procedure,93947db9-129a-41f7-98a5-c7731aa90f8e,wrong,too_generic,"auto:Meeting mentions 'next MFF' generically alongside anti-poverty strategy, not specifically the 2028-2034 MFF proposal.",2026-05-04T07:28:32.581748+00:00,0,"EU Anti-Poverty Strategy, the Child Guarantee and the next MFF",2026-02-04,2025/0571(APP),Laying down the multiannual financial framework for the years 2028 to 2034,0.9,,,,,,,lobbying
,procedure,832c1fe8-0f05-4088-b3c2-86de0d5046fb,correct,,"auto:Meeting directly addresses CBAM effects, matching the CBAM procedure.",2026-05-04T07:28:32.581748+00:00,0,CBAM effects on aluminium industry,2025-10-01,2021/0214(COD),Carbon Border Adjustment Mechanism,0.9,,,,,,,lobbying
,procedure,30d705c8-8237-4bac-a588-30fc51ac52ec,correct,,auto:Meeting explicitly discusses the Clean Industrial Deal.,2026-05-04T07:28:32.581748+00:00,0,"European competitiveness and the role of energy policy. General discussion on the upcoming Clean Industrial Deal and the Affordable Energy Action Plan , the competitiveness of EU industry as well as energy prices in Sweden.",2025-01-28,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,1505d306-b9dc-4889-ad23-9ec3ef45ac44,correct,,"auto:Meeting explicitly about Critical Raw Materials Act, matching the procedure.",2026-05-04T07:28:39.950067+00:00,0,"Critical raw materials act, green transition for the energy intensive industries",2023-03-30,2023/0079(COD),Framework for ensuring a secure and sustainable supply of critical raw materials,0.9,,,,,,,commission
,procedure,ac0ba77f-3732-4b8a-b278-364eac54f660,correct,,auto:Roundtable on CEF in MFF context aligns with the new CEF 2028-2034 proposal given the 2025 date.,2026-05-04T07:28:39.950067+00:00,0,Roundtable on Connecting Europe Facility and MFF,2025-12-02,2025/0221(COD),Connecting Europe Facility 2028–2034,0.9,,,,,,,lobbying
,procedure,2b3d428a-73ea-4c48-a802-54f63f21eb8c,correct,,"auto:Meeting explicitly discusses CO2 standards for cars and vans, matching the procedure.",2026-05-04T07:28:39.950067+00:00,0,"Battery production and automotive package. - The following topics were discussed during the meeting:
- The importance of supporting battery production within the EU, as part of the upcoming automotive package and in particular the Battery Booster;
- The upcoming proposals on cleaning corporate fleets and on CO2 standards for cars and vans, w",2025-11-27,2021/0197(COD),Amending Regulation (EU) 2019/631 as regards strengthening the CO2 emission performance standards for new passenger cars and new light commercial vehicles in line with the Union’s increased climate ambition,0.9,,,,,,,commission
,procedure,327c7665-b999-446d-8f97-b914df64ed4a,wrong,too_generic,auto:The DSA procedure 2020/0361 was proposed in Dec 2020; a Feb 2020 meeting predates this specific file and likely refers to earlier DSA consultation.,2026-05-04T07:28:39.950067+00:00,0,Digital Services Act: Improving the functioning of the Single Market,2020-02-28,2020/0361(COD),Digital Services Act,0.9,,,,,,,lobbying
,procedure,ffdd17fa-236a-4472-b19c-ca3e9a2cf8fc,correct,,"auto:Meeting mentions ETS revision, matching the ETS amendment procedure.",2026-05-04T07:28:39.950067+00:00,0,"Industrial Accelerator Act, CBAM, ETS revision, 2040
climate target",2025-09-29,2021/0211A(COD),"Amending Directive 2003/87/EC establishing a system for greenhouse gas emission allowance trading within the Union, and Decision (EU) 2015/1814 concerning the establishment and operation of a market stability reserve for the Union greenhouse gas emission trading scheme",0.9,,,,,,,commission
